"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"271","Kisii University College, monrovia ambank, Nairobi","79","Eastern Bypass","1/10/2017 - 1/12/2017, Every day, Daily Average",1991,1219,3251
"271","Kisii University College, monrovia ambank, Nairobi","80","Kihingo","1/10/2017 - 1/12/2017, Every day, Daily Average",2089,1484,2940
"271","Kisii University College, monrovia ambank, Nairobi","81","Kangundo Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",2477,1529,4011
"271","Kisii University College, monrovia ambank, Nairobi","82","Langata Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",1346,818,2213
"271","Kisii University College, monrovia ambank, Nairobi","83","A 104","1/10/2017 - 1/12/2017, Every day, Daily Average",1544,1028,2317
"271","Kisii University College, monrovia ambank, Nairobi","86","Ngong Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",1777,1024,3082
"271","Kisii University College, monrovia ambank, Nairobi","87","Church Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",1976,1298,3007
"271","Kisii University College, monrovia ambank, Nairobi","88","Mombasa Road","1/10/2017 - 1/12/2017, Every day, Daily Average",1580,922,2705
"271","Kisii University College, monrovia ambank, Nairobi","90","0 General Mathenge Dr","1/10/2017 - 1/12/2017, Every day, Daily Average",998,589,1689
"271","Kisii University College, monrovia ambank, Nairobi","91","Irungu Riika Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",509,233,1107
"271","Kisii University College, monrovia ambank, Nairobi","93","Mukinduri Ln","1/10/2017 - 1/12/2017, Every day, Daily Average",2079,1191,3628
"271","Kisii University College, monrovia ambank, Nairobi","94","Unnamed Road","1/10/2017 - 1/12/2017, Every day, Daily Average",1804,1103,2950
"271","Kisii University College, monrovia ambank, Nairobi","95","Adminstration Block","1/10/2017 - 1/12/2017, Every day, Daily Average",847,443,1617
"271","Kisii University College, monrovia ambank, Nairobi","96","Grevillea Ln","1/10/2017 - 1/12/2017, Every day, Daily Average",1123,622,2025
"271","Kisii University College, monrovia ambank, Nairobi","97","Meru - Nairobi Hwy","1/10/2017 - 1/12/2017, Every day, Daily Average",3290,2409,4492
"271","Kisii University College, monrovia ambank, Nairobi","98","Tembo Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",2033,1356,3047
"271","Kisii University College, monrovia ambank, Nairobi","99","Unnamed Road","1/10/2017 - 1/12/2017, Every day, Daily Average",2146,1378,3341
